"Data zamówienia";"Nr zamówienia";"Numer projektu";"Zlecenie";"Status wysyłki";"Tydzień dostawy";"Rodzaj dostawy";"Śledzenie";"Reklamacja";"rodzaj zamówienia";"Suma";"";"";"";""
"3.06.2024";"319/2024";"";"135347170";"Całkowicie dostarczone";"2024/26";" TIR ";"";"";"Zamówienie";"446,72 €";"446,72";"EUR";"";""
"3.06.2024";"320/2024";"";"135347120";"Całkowicie dostarczone";"2024/26";" TIR ";"";"";"Zamówienie";"719,53 €";"719,53";"EUR";"";""
"29.05.2024";"317/2024";"";"135337488";"Całkowicie dostarczone";"2024/25";" TIR ";"";"";"Zamówienie";"254,85 €";"254,85";"EUR";"";""
"29.05.2024";"315/2024";"";"135337116";"Całkowicie dostarczone";"2024/25";" TIR ";"";"";"Zamówienie";"310,96 €";"310,96";"EUR";"";""
"29.05.2024";"314/2024";"";"135337115";"Całkowicie dostarczone";"2024/25";" TIR ";"";"";"Zamówienie";"345,41 €";"345,41";"EUR";"";""
"29.05.2024";"316/2024";"";"135337112";"Całkowicie dostarczone";"2024/24";" TIR ";"";"";"Zamówienie";"402,66 €";"402,66";"EUR";"";""
"28.05.2024";"313/2024";"";"135332087";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"81,14 €";"81,14";"EUR";"";""
"28.05.2024";"312/2024/STAL";"";"135331733";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"879,28 €";"879,28";"EUR";"";""
"28.05.2024";"311/2024/CZ";"";"135331730";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"1 275,32 €";"1 275,32";"EUR";"";""
"27.05.2024";"309/2024";"";"135329561";"Całkowicie dostarczone";"2024/24";" TIR ";"";"";"Zamówienie";"2 145,34 €";"2 145,34";"EUR";"";""
"27.05.2024";"308/2024";"";"135329560";"Całkowicie dostarczone";"2024/24";" TIR ";"";"";"Zamówienie";"1 724,39 €";"1 724,39";"EUR";"";""
"27.05.2024";"307/2024";"";"135329559";"Całkowicie dostarczone";"2024/24";" TIR ";"";"";"Zamówienie";"2 168,33 €";"2 168,33";"EUR";"";""
"27.05.2024";"304/2024";"";"135329516";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"94,94 €";"94,94";"EUR";"";""
"27.05.2024";"306/2024";"";"135329514";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"4 458,25 €";"4 458,25";"EUR";"";""
"27.05.2024";"293/2024/AKR/00";"";"135329384";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"7 118,55 €";"7 118,55";"EUR";"";""
"27.05.2024";"292/2024/AKR/128";"";"135329383";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"2 123,80 €";"2 123,80";"EUR";"";""
"27.05.2024";"291/2024/AKR/00";"";"135329382";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"1 616,71 €";"1 616,71";"EUR";"";""
"27.05.2024";"290/2024/AKR/05";"";"135329380";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"1 641,29 €";"1 641,29";"EUR";"";""
"27.05.2024";"294/2024/AKR/73";"";"135329379";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"8 184,83 €";"8 184,83";"EUR";"";""
"22.05.2024";"305/2024";"";"135319496";"Całkowicie dostarczone";"2024/24";" TIR ";"";"";"Zamówienie";"69,07 €";"69,07";"EUR";"";""
"22.05.2024";"302/2024";"";"135319361";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"72,93 €";"72,93";"EUR";"";""
"22.05.2024";"303/2024";"";"135319350";"Całkowicie dostarczone";"2024/24";" TIR ";"";"";"Zamówienie";"338,94 €";"338,94";"EUR";"";""
"17.05.2024";"301/2024";"";"135311756";"Całkowicie dostarczone";"2024/25";" TIR ";"";"";"Zamówienie";"161,28 €";"161,28";"EUR";"";""
"17.05.2024";"300/2024/CZ";"";"135311238";"Całkowicie dostarczone";"2024/22";" TIR ";"";"";"Zamówienie";"607,01 €";"607,01";"EUR";"";""
"17.05.2024";"295/2024/AKR-KOL.";"";"135311237";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"377,04 €";"377,04";"EUR";"";""
"17.05.2024";"288/2024/AKR/00";"";"135311236";"Całkowicie dostarczone";"2024/22";" TIR ";"";"";"Zamówienie";"9 094,30 €";"9 094,30";"EUR";"";""
"17.05.2024";"289/2024/73";"";"135311234";"Całkowicie dostarczone";"2024/22";" TIR ";"";"";"Zamówienie";"6 460,44 €";"6 460,44";"EUR";"";""
"17.05.2024";"287/2024/LIV";"";"135311233";"Całkowicie dostarczone";"2024/22";" TIR ";"";"";"Zamówienie";"268,94 €";"268,94";"EUR";"";""
"16.05.2024";"299/A/2024";"";"135308537";"Całkowicie dostarczone";"2024/24";" TIR ";"";"";"Zamówienie";"186,90 €";"186,90";"EUR";"";""
"16.05.2024";"299/2024";"";"135308535";"Całkowicie dostarczone";"2024/24";" TIR ";"";"";"Zamówienie";"1 539,38 €";"1 539,38";"EUR";"";""
"16.05.2024";"297/2024";"";"135308020";"Całkowicie dostarczone";"2024/24";" TIR ";"";"";"Zamówienie";"528,57 €";"528,57";"EUR";"";""
"16.05.2024";"298/2024";"";"135308019";"Całkowicie dostarczone";"2024/24";" TIR ";"";"";"Zamówienie";"286,29 €";"286,29";"EUR";"";""
"15.05.2024";"296/2024";"";"135304346";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"839,48 €";"839,48";"EUR";"";""
"15.05.2024";"286/2024";"";"135303926";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"333,72 €";"333,72";"EUR";"";""
"15.05.2024";"285/2024";"";"135303925";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"254,85 €";"254,85";"EUR";"";""
"15.05.2024";"284/2024";"";"135303911";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"94,26 €";"94,26";"EUR";"";""
"15.05.2024";"283/2024";"";"135302820";"Całkowicie dostarczone";"2024/24";" TIR ";"";"";"Zamówienie";"387,60 €";"387,60";"EUR";"";""
"15.05.2024";"277/A/2024";"";"135302817";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"46,45 €";"46,45";"EUR";"";""
"14.05.2024";"282/2024";"";"135300473";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"474,38 €";"474,38";"EUR";"";""
"14.05.2024";"281/2024";"";"135300469";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"274,32 €";"274,32";"EUR";"";""
"14.05.2024";"280/2024";"";"135300468";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"362,70 €";"362,70";"EUR";"";""
"14.05.2024";"279/2024";"";"135300460";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"525,20 €";"525,20";"EUR";"";""
"14.05.2024";"278/2024/ HS-cz";"";"135299987";"Całkowicie dostarczone";"2024/22";" TIR ";"";"";"Zamówienie";"57,56 €";"57,56";"EUR";"";""
"14.05.2024";"276/2024 HS";"";"135299970";"Całkowicie dostarczone";"2024/25";" TIR ";"";"";"Zamówienie";"1 384,24 €";"1 384,24";"EUR";"";""
"14.05.2024";"276/A/2024";"";"135299967";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"1 735,44 €";"1 735,44";"EUR";"";""
"14.05.2024";"277/2024";"";"135299964";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"493,11 €";"493,11";"EUR";"";""
"13.05.2024";"273/2024/CZ";"";"135295796";"Całkowicie dostarczone";"2024/21";" TIR ";"";"";"Zamówienie";"773,82 €";"773,82";"EUR";"";""
"13.05.2024";"272/2024/ANT.";"";"135295794";"Całkowicie dostarczone";"2024/21";" TIR ";"";"";"Zamówienie";"329,19 €";"329,19";"EUR";"";""
"13.05.2024";"274/2024";"";"135295793";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"75,29 €";"75,29";"EUR";"";""
"13.05.2024";"275/2024";"";"135295790";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"202,89 €";"202,89";"EUR";"";""
"13.05.2024";"246/2024/HS";"";"135294632";"Całkowicie dostarczone";"2024/22";" TIR ";"";"";"Zamówienie";"1 459,68 €";"1 459,68";"EUR";"";""
"13.05.2024";"264/2024/HS";"";"135294539";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"1 030,94 €";"1 030,94";"EUR";"";""
"13.05.2024";"271/2024";"";"135294535";"Całkowicie dostarczone";"2024/22";" TIR ";"";"";"Zamówienie";"252,81 €";"252,81";"EUR";"";""
"13.05.2024";"270/2024";"";"135294507";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"416,13 €";"416,13";"EUR";"";""
"13.05.2024";"267/2024/TS";"";"135294506";"Całkowicie dostarczone";"2024/21";" TIR ";"";"";"Zamówienie";"551,64 €";"551,64";"EUR";"";""
"13.05.2024";"268/2024";"";"135294504";"Całkowicie dostarczone";"2024/22";" TIR ";"";"";"Zamówienie";"210,16 €";"210,16";"EUR";"";""
"13.05.2024";"269/2024";"";"135294502";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"338,94 €";"338,94";"EUR";"";""
"8.05.2024";"266/2024";"";"135292320";"Całkowicie dostarczone";"2024/24";" TIR ";"";"";"Zamówienie";"2 086,44 €";"2 086,44";"EUR";"";""
"8.05.2024";"265/2024";"";"135289776";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"62,85 €";"62,85";"EUR";"";""
"8.05.2024";"246/A/2024";"";"135288493";"Całkowicie dostarczone";"2024/21";" TIR ";"";"";"Zamówienie";"4 793,60 €";"4 793,60";"EUR";"";""
"8.05.2024";"260/2024";"";"135288443";"Całkowicie dostarczone";"2024/21";" TIR ";"";"";"Zamówienie";"3 944,18 €";"3 944,18";"EUR";"";""
"8.05.2024";"262/2024";"";"135288439";"Zlecenie anulowane";"";" TIR ";"";"";"Zamówienie";"0,00 €";"0,00";"EUR";"";""
"8.05.2024";"259/2024";"";"135288437";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"1 127,58 €";"1 127,58";"EUR";"";""
"8.05.2024";"258/2024";"";"135288436";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"602,89 €";"602,89";"EUR";"";""
"8.05.2024";"261/2024";"";"135288435";"Całkowicie dostarczone";"2024/23";" TIR ";"";"";"Zamówienie";"361,15 €";"361,15";"EUR";"";""
"7.05.2024";"263/2024";"";"135287390";"Całkowicie dostarczone";"2024/21";" TIR ";"";"";"Zamówienie";"281,39 €";"281,39";"EUR";"";""
"30.04.2024";"256/2024";"";"135270593";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"504,97 €";"504,97";"EUR";"";""
"30.04.2024";"255/2024";"";"135268388";"Całkowicie dostarczone";"2024/21";" TIR ";"";"";"Zamówienie";"268,67 €";"268,67";"EUR";"";""
"30.04.2024";"254/2024";"";"135268084";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"183,45 €";"183,45";"EUR";"";""
"30.04.2024";"242/2024/STAŃCZUK";"";"135267897";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"125,33 €";"125,33";"EUR";"";""
"30.04.2024";"241/2024";"";"135267894";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"134,17 €";"134,17";"EUR";"";""
"30.04.2024";"238/2024";"";"135267888";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"470,80 €";"470,80";"EUR";"";""
"30.04.2024";"239/2024";"";"135267884";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"142,30 €";"142,30";"EUR";"";""
"30.04.2024";"253/2024/CZ";"";"135267682";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"629,46 €";"629,46";"EUR";"";""
"30.04.2024";"250/2024/AKR";"";"135267681";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"5 640,64 €";"5 640,64";"EUR";"";""
"30.04.2024";"251/2024/STAL";"";"135267680";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"1 163,21 €";"1 163,21";"EUR";"";""
"30.04.2024";"252/2024/REC";"";"135267600";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"1 891,43 €";"1 891,43";"EUR";"";""
"26.04.2024";"247/2024";"";"135264043";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"202,14 €";"202,14";"EUR";"";""
"26.04.2024";"248/2024";"";"135264042";"Całkowicie dostarczone";"2024/21";" TIR ";"";"";"Zamówienie";"705,70 €";"705,70";"EUR";"";""
"26.04.2024";"249/2024";"";"135264041";"Całkowicie dostarczone";"2024/21";" TIR ";"";"";"Zamówienie";"2 168,33 €";"2 168,33";"EUR";"";""
"25.04.2024";"245/2024";"";"135260677";"Całkowicie dostarczone";"2024/21";" TIR ";"";"";"Zamówienie";"214,35 €";"214,35";"EUR";"";""
"25.04.2024";"243/2023";"";"135260467";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"447,99 €";"447,99";"EUR";"";""
"25.04.2024";"244/2024";"";"135260466";"Całkowicie dostarczone";"2024/21";" TIR ";"";"";"Zamówienie";"141,55 €";"141,55";"EUR";"";""
"24.04.2024";"232/A/2024/BER";"";"135257042";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"58,95 €";"58,95";"EUR";"";""
"24.04.2024";"240/2024";"";"135256379";"Całkowicie dostarczone";"2024/18";" TIR ";"";"";"Zamówienie";"5,67 €";"5,67";"EUR";"";""
"24.04.2024";"236/2024";"";"135255604";"Całkowicie dostarczone";"2024/21";" TIR ";"";"";"Zamówienie";"256,00 €";"256,00";"EUR";"";""
"24.04.2024";"235/2024";"";"135255600";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"165,14 €";"165,14";"EUR";"";""
"24.04.2024";"237/2024";"";"135255598";"Całkowicie dostarczone";"2024/21";" TIR ";"";"";"Zamówienie";"405,75 €";"405,75";"EUR";"";""
"23.04.2024";"234/2024";"";"135250882";"Całkowicie dostarczone";"2024/21";" TIR ";"";"";"Zamówienie";"350,26 €";"350,26";"EUR";"";""
"22.04.2024";"221/A/2024";"";"135250046";"Całkowicie dostarczone";"2024/18";" TIR ";"";"";"Zamówienie";"1 980,27 €";"1 980,27";"EUR";"";""
"22.04.2024";"220/2024";"";"135250045";"Całkowicie dostarczone";"2024/21";" TIR ";"";"";"Zamówienie";"1 139,35 €";"1 139,35";"EUR";"";""
"22.04.2024";"233/2024";"";"135250043";"Całkowicie dostarczone";"2024/18";" TIR ";"";"";"Zamówienie";"59,50 €";"59,50";"EUR";"";""
"22.04.2024";"221/2024";"";"135250041";"Całkowicie dostarczone";"2024/18";" TIR ";"";"";"Zamówienie";"2 386,20 €";"2 386,20";"EUR";"";""
"22.04.2024";"224/2024 49838 kmat";"";"135250040";"Całkowicie dostarczone";"2024/21";" TIR ";"";"";"Zamówienie";"418,03 €";"418,03";"EUR";"";""
"22.04.2024";"222/2024";"";"135250039";"Całkowicie dostarczone";"2024/21";" TIR ";"";"";"Zamówienie";"281,26 €";"281,26";"EUR";"";""
"22.04.2024";"223/2024 Sajmon";"";"135250038";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"992,48 €";"992,48";"EUR";"";""
"22.04.2024";"225/2024 49827";"";"135250037";"Całkowicie dostarczone";"2024/21";" TIR ";"";"";"Zamówienie";"338,94 €";"338,94";"EUR";"";""
"22.04.2024";"226/2024 49826";"";"135250036";"Całkowicie dostarczone";"2024/21";" TIR ";"";"";"Zamówienie";"254,85 €";"254,85";"EUR";"";""
"22.04.2024";"232/2024 Berlux 49849";"";"135250035";"Całkowicie dostarczone";"2024/18";" TIR ";"";"";"Zamówienie";"3 711,60 €";"3 711,60";"EUR";"";""
"22.04.2024";"227/2024 49824";"";"135250033";"Całkowicie dostarczone";"2024/21";" TIR ";"";"";"Zamówienie";"1 031,85 €";"1 031,85";"EUR";"";""
"22.04.2024";"230/2024/AKR";"";"135247020";"Całkowicie dostarczone";"2024/18";" TIR ";"";"";"Zamówienie";"10 080,24 €";"10 080,24";"EUR";"";""
"22.04.2024";"231/2024/LIV";"";"135247018";"Całkowicie dostarczone";"2024/18";" TIR ";"";"";"Zamówienie";"1 331,40 €";"1 331,40";"EUR";"";""
"22.04.2024";"229/2024/CZ";"";"135247017";"Całkowicie dostarczone";"2024/18";" TIR ";"";"";"Zamówienie";"645,36 €";"645,36";"EUR";"";""
"22.04.2024";"228/2024";"";"135246425";"Całkowicie dostarczone";"2024/18";" TIR ";"";"";"Zamówienie";"5,38 €";"5,38";"EUR";"";""
"22.04.2024";"218/2024";"";"135246421";"Całkowicie dostarczone";"2024/18";" TIR ";"";"";"Zamówienie";"190,88 €";"190,88";"EUR";"";""
"17.04.2024";"219/23";"";"135238587";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"256,00 €";"256,00";"EUR";"";""
"16.04.2024";"208/2024/AKR";"";"135232042";"Całkowicie dostarczone";"2024/17";" TIR ";"";"";"Zamówienie";"4 162,72 €";"4 162,72";"EUR";"";""
"16.04.2024";"214/2024/CZ";"";"135232041";"Całkowicie dostarczone";"2024/17";" TIR ";"";"";"Zamówienie";"1 120,89 €";"1 120,89";"EUR";"";""
"16.04.2024";"216/2024";"";"135232040";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"141,55 €";"141,55";"EUR";"";""
"16.04.2024";"217/2024";"";"135232035";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"268,67 €";"268,67";"EUR";"";""
"16.04.2024";"215/2024";"";"135232033";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"378,74 €";"378,74";"EUR";"";""
"15.04.2024";"212/2024";"";"135230154";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"365,18 €";"365,18";"EUR";"";""
"15.04.2024";"210/2024";"";"135230140";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"365,18 €";"365,18";"EUR";"";""
"15.04.2024";"211/2024";"";"135230138";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"159,42 €";"159,42";"EUR";"";""
"15.04.2024";"213/2024";"";"135230136";"Całkowicie dostarczone";"2024/17";" TIR ";"";"";"Zamówienie";"95,05 €";"95,05";"EUR";"";""
"15.04.2024";"204/2024";"";"135228260";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"351,85 €";"351,85";"EUR";"";""
"15.04.2024";"209/2024";"";"135228118";"Całkowicie dostarczone";"2024/17";" TIR ";"";"";"Zamówienie";"90,17 €";"90,17";"EUR";"";""
"15.04.2024";"205/2024/BARIERKI";"";"135228112";"Całkowicie dostarczone";"2024/17";" TIR ";"";"";"Zamówienie";"59,40 €";"59,40";"EUR";"";""
"15.04.2024";"206/2024";"";"135228111";"Całkowicie dostarczone";"2024/20";" TIR ";"";"";"Zamówienie";"212,32 €";"212,32";"EUR";"";""
"15.04.2024";"203/2024";"";"135228109";"Całkowicie dostarczone";"2024/17";" TIR ";"";"";"Zamówienie";"97,45 €";"97,45";"EUR";"";""
"15.04.2024";"207/2024/AKR";"";"135228107";"Całkowicie dostarczone";"2024/17";" TIR ";"";"";"Zamówienie";"10 308,64 €";"10 308,64";"EUR";"";""
"10.04.2024";"202/2024";"";"135221324";"Całkowicie dostarczone";"2024/18";" TIR ";"";"";"Zamówienie";"62,85 €";"62,85";"EUR";"";""
"10.04.2024";"199/2024";"";"135221314";"Całkowicie dostarczone";"2024/17";" TIR ";"";"";"Zamówienie";"188,51 €";"188,51";"EUR";"";""
"10.04.2024";"201/2024";"";"135221313";"Całkowicie dostarczone";"2024/17";" TIR ";"";"";"Zamówienie";"112,75 €";"112,75";"EUR";"";""
"10.04.2024";"200/2024";"";"135221312";"Całkowicie dostarczone";"2024/18";" TIR ";"";"";"Zamówienie";"458,17 €";"458,17";"EUR";"";""
"10.04.2024";"198/2024";"";"135220554";"Całkowicie dostarczone";"2024/18";" TIR ";"";"";"Zamówienie";"1 351,14 €";"1 351,14";"EUR";"";""
"10.04.2024";"196/2024";"";"135220551";"Całkowicie dostarczone";"2024/17";" TIR ";"";"";"Zamówienie";"615,88 €";"615,88";"EUR";"";""
"10.04.2024";"197/2024";"";"135220550";"Całkowicie dostarczone";"2024/17";" TIR ";"";"";"Zamówienie";"63,97 €";"63,97";"EUR";"";""
"9.04.2024";"195/2024";"";"135216702";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"60,11 €";"60,11";"EUR";"";""
"9.04.2024";"193/2024/CZ";"";"135214454";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"944,86 €";"944,86";"EUR";"";""
"9.04.2024";"190/2024";"";"135214452";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"126,52 €";"126,52";"EUR";"";""
"9.04.2024";"192/2024";"";"135214451";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"14,72 €";"14,72";"EUR";"";""
"9.04.2024";"194/2024";"";"135214450";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"138,41 €";"138,41";"EUR";"";""
"9.04.2024";"189/2024";"";"135214444";"Całkowicie dostarczone";"2024/18";" TIR ";"";"";"Zamówienie";"1 369,58 €";"1 369,58";"EUR";"";""
"9.04.2024";"191/2024";"";"135214443";"Całkowicie dostarczone";"2024/18";" TIR ";"";"";"Zamówienie";"321,00 €";"321,00";"EUR";"";""
"8.04.2024";"186/2024";"";"135211366";"Całkowicie dostarczone";"2024/21";" TIR ";"";"";"Zamówienie";"181,88 €";"181,88";"EUR";"";""
"8.04.2024";"187/2024";"";"135211365";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"17,57 €";"17,57";"EUR";"";""
"8.04.2024";"184/2024/AKR";"";"135211364";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"10 237,64 €";"10 237,64";"EUR";"";""
"8.04.2024";"188/2024";"";"135211363";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"114,05 €";"114,05";"EUR";"";""
"8.04.2024";"185/2024/AKR";"";"135211362";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"1 477,92 €";"1 477,92";"EUR";"";""
"8.04.2024";"183/2024/AKR";"";"135211359";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"2 169,37 €";"2 169,37";"EUR";"";""
"4.04.2024";"178/B/HS/2024";"";"135207477";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"1 049,36 €";"1 049,36";"EUR";"";""
"4.04.2024";"182/2024";"";"135207476";"Całkowicie dostarczone";"2024/18";" TIR ";"";"";"Zamówienie";"62,85 €";"62,85";"EUR";"";""
"4.04.2024";"181/2024";"";"135207472";"Całkowicie dostarczone";"2024/18";" TIR ";"";"";"Zamówienie";"143,40 €";"143,40";"EUR";"";""
"4.04.2024";"180/2024";"";"135207469";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"60,11 €";"60,11";"EUR";"";""
"3.04.2024";"179/A/2024";"";"135203663";"Całkowicie dostarczone";"2024/17";" TIR ";"";"";"Zamówienie";"222,29 €";"222,29";"EUR";"";""
"2.04.2024";"178/2024";"";"135201334";"Całkowicie dostarczone";"2024/17";" TIR ";"";"";"Zamówienie";"1 829,54 €";"1 829,54";"EUR";"";""
"2.04.2024";"178/A/HS/2024";"";"135201332";"Całkowicie dostarczone";"2024/17";" TIR ";"";"";"Zamówienie";"1 064,82 €";"1 064,82";"EUR";"";""
"2.04.2024";"179/2024";"";"135201331";"Całkowicie dostarczone";"2024/17";" TIR ";"";"";"Zamówienie";"222,29 €";"222,29";"EUR";"";""
"2.04.2024";"177/2024";"";"135200662";"Całkowicie dostarczone";"2024/17";" TIR ";"";"";"Zamówienie";"68,04 €";"68,04";"EUR";"";""
"2.04.2024";"176/2024";"";"135200661";"Całkowicie dostarczone";"2024/17";" TIR ";"";"";"Zamówienie";"286,26 €";"286,26";"EUR";"";""
"2.04.2024";"175/2024/CZ";"";"135194350";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"591,42 €";"591,42";"EUR";"";""
"2.04.2024";"175/2024";"";"135194347";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"151,88 €";"151,88";"EUR";"";""
"2.04.2024";"174/2024";"";"135194345";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"433,58 €";"433,58";"EUR";"";""
"2.04.2024";"150/2024/ HS";"";"135194343";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"1 382,59 €";"1 382,59";"EUR";"";""
"2.04.2024";"159/A/2024";"";"135194338";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"242,62 €";"242,62";"EUR";"";""
"2.04.2024";"159/HS//2024";"";"135194337";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"1 289,59 €";"1 289,59";"EUR";"";""
"2.04.2024";"160/2024/STAL";"";"135194336";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"514,02 €";"514,02";"EUR";"";""
"28.03.2024";"173/2025";"";"135190906";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"388,09 €";"388,09";"EUR";"";""
"28.03.2024";"169/2024";"";"135190552";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"828,21 €";"828,21";"EUR";"";""
"28.03.2024";"170/2024";"";"135190550";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"188,51 €";"188,51";"EUR";"";""
"28.03.2024";"172/2024";"";"135190549";"Całkowicie dostarczone";"2024/17";" TIR ";"";"";"Zamówienie";"547,53 €";"547,53";"EUR";"";""
"27.03.2024";"171/2024";"";"135189918";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"101,05 €";"101,05";"EUR";"";""
"26.03.2024";"168/2024";"";"135186855";"Całkowicie dostarczone";"2024/17";" TIR ";"";"";"Zamówienie";"62,85 €";"62,85";"EUR";"";""
"26.03.2024";"167/2024";"";"135186854";"Całkowicie dostarczone";"2024/17";" TIR ";"";"";"Zamówienie";"62,85 €";"62,85";"EUR";"";""
"26.03.2024";"103/C/2024";"";"135186499";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"71,52 €";"71,52";"EUR";"";""
"26.03.2024";"166/2024 balustrady";"";"135185448";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"391,46 €";"391,46";"EUR";"";""
"26.03.2024";"165/2024/AKR";"";"135184680";"Całkowicie dostarczone";"2024/17";" TIR ";"";"";"Zamówienie";"2 168,33 €";"2 168,33";"EUR";"";""
"25.03.2024";"156/A/2024";"";"135182787";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"404,96 €";"404,96";"EUR";"";""
"25.03.2024";"103/B/2024";"";"135182786";"Zlecenie anulowane";"";" TIR ";"";"";"Zamówienie";"0,00 €";"0,00";"EUR";"";""
"25.03.2024";"164/2024";"";"135182597";"Całkowicie dostarczone";"";" TIR ";"";"";"Zamówienie";"135,46 €";"135,46";"EUR";"";""
