Numer stojaka;Numer zamówienia klienta;Numer zamówienia dostawcy;Pozycja;Szerokosc;Wysokosc;Sztuk;Zlecenie;Zespolenie;Numer seryjny;Kod klienta;
3074044765;05511 AKR 15 GRUDZIEÑ;25397;13;607;951;1;5      53478 poz.5;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953859;;
3074044765;05511 AKR 15 GRUDZIEÑ;25397;53;588;951;1;4      53509 poz.4;Optitherm SI3 4\AL 12\Argon\Optifloat Clear 4\AL 12\Argon\Optitherm SI3 4;20953899;;
3074044765;05511 AKR 15 GRUDZIEÑ;25397;46;561;1201;1;1      53509 poz.1;Suncool 70/35 4\AL 16\Argon\Optifloat Clear 4;20953892;;
3074044765;05511 AKR 15 GRUDZIEÑ;25397;5;546;951;1;3      53478 poz.3;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953851;;
3074044765;05511 AKR 15 GRUDZIEÑ;25397;6;546;951;1;3      53478 poz.3;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953852;;
3074044765;05511 AKR 15 GRUDZIEÑ;25397;44;533;1201;1;1      53509 poz.1;Suncool 70/35 4\AL 16\Argon\Optifloat Clear 4;20953890;;
3074044765;05511 AKR 15 GRUDZIEÑ;25397;45;533;1201;1;1      53509 poz.1;Suncool 70/35 4\AL 16\Argon\Optifloat Clear 4;20953891;;
3077029202;05511 AKR 15 GRUDZIEÑ;25397;52;715;1201;1;3      53509 poz.3;Suncool 70/35 4\AL 16\Argon\Optifloat Clear 4;20953898;;
3077029202;05511 AKR 15 GRUDZIEÑ;25397;2;713;1055;1;1      53478 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953848;;
3077029202;05511 AKR 15 GRUDZIEÑ;25397;26;713;951;1;1      53508 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953872;;
3077029202;05511 AKR 15 GRUDZIEÑ;25397;27;713;951;1;1      53508 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953873;;
3077029202;05511 AKR 15 GRUDZIEÑ;25397;29;713;951;1;2      53508 poz.2;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953875;;
3077029202;05511 AKR 15 GRUDZIEÑ;25397;30;713;951;1;2      53508 poz.2;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953876;;
3077029202;05511 AKR 15 GRUDZIEÑ;25397;32;713;951;1;3      53508 poz.3;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953878;;
3077029202;05511 AKR 15 GRUDZIEÑ;25397;33;713;951;1;3      53508 poz.3;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953879;;
3077029202;05511 AKR 15 GRUDZIEÑ;25397;35;713;951;1;4      53508 poz.4;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953881;;
3077029202;05511 AKR 15 GRUDZIEÑ;25397;36;713;951;1;4      53508 poz.4;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953882;;
3077029202;05511 AKR 15 GRUDZIEÑ;25397;38;713;951;1;5      53508 poz.5;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953884;;
3077029202;05511 AKR 15 GRUDZIEÑ;25397;39;713;951;1;5      53508 poz.5;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20953885;;
3077029202;05511 AKR 15 GRUDZIEÑ;25397;17;699;1201;1;2      53485 poz.2;Optitherm SI3 4\AL 12\Argon\Optifloat Clear 4\AL 12\Argon\Optitherm SI3 4;20953863;;
3077029202;05511 AKR 15 GRUDZIEÑ;25397;18;699;1201;1;2      53485 poz.2;Optitherm SI3 4\AL 12\Argon\Optifloat Clear 4\AL 12\Argon\Optitherm SI3 4;20953864;;
3077029202;05511 AKR 15 GRUDZIEÑ;25397;54;692;975;1;4      53509 poz.4;Optitherm SI3 4\AL 12\Argon\Optifloat Clear 4\AL 12\Argon\Optitherm SI3 4;20953900;;
3077029202;05511 AKR 15 GRUDZIEÑ;25397;50;686;1201;1;3      53509 poz.3;Suncool 70/35 4\AL 16\Argon\Optifloat Clear 4;20953896;;
3077029202;05511 AKR 15 GRUDZIEÑ;25397;51;686;1201;1;3      53509 poz.3;Suncool 70/35 4\AL 16\Argon\Optifloat Clear 4;20953897;;
3075023943;02527 AKR 16 GRUDZIEÑ;25972;67;529;1131;1;6      53556 poz.6;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954870;;
3075023943;02527 AKR 16 GRUDZIEÑ;25972;39;528;824;1;4      53555 poz.4;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954839;;
3075023943;02527 AKR 16 GRUDZIEÑ;25972;41;528;824;1;5      53555 poz.5;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954841;;
3075023943;02527 AKR 16 GRUDZIEÑ;25972;47;521;677;1;7      53555 poz.7;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954847;;
3075023943;02527 AKR 16 GRUDZIEÑ;25972;9;512;903;1;2      53426 poz.2;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954809;;
3075023943;02527 AKR 16 GRUDZIEÑ;25972;11;512;903;1;2      53426 poz.2;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954811;;
3075023943;02527 AKR 16 GRUDZIEÑ;25972;19;509;1087;1;1      53553 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954819;;
3075023943;02527 AKR 16 GRUDZIEÑ;25972;7;511;903;1;1      53426 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954807;;
3075023943;02527 AKR 16 GRUDZIEÑ;25972;20;508;1087;1;1      53553 poz.1;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954820;;
3075023943;02527 AKR 16 GRUDZIEÑ;25972;76;506;957;1;9      53556 poz.9;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954879;;
3075023943;02527 AKR 16 GRUDZIEÑ;25972;77;506;957;1;9      53556 poz.9;Optifloat Clear 4\AL 16\Argon\Optitherm SI3 4;20954880;;
